"user_supplied_name","submitted_name","data_source_id","data_source_title","gni_uuid","matched_name","classification_path","classification_path_ranks","classification_path_ids","taxon_id","edit_distance","imported_at","match_type","match_value","prescore","score","genus"
"Apantesis intermedia","Apantesis intermedia",4,"National Center for Biotechnology Information","fa576860-6a3e-51e3-bf95-b30f0a0f0879","Apantesis","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Amphiesmenoptera|Lepidoptera|Glossata|Neolepidoptera|Heteroneura|Ditrysia|Obtectomera|Noctuoidea|Erebidae|Arctiinae|Arctiini|Apantesis","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|superorder|order|suborder|infraorder|parvorder|clade|clade|superfamily|family|subfamily|tribe|genus","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|85604|7088|41191|41196|41197|37567|104431|37570|695564|30225|132200|464718","464718",0,"2024-01-09T22:24:03Z","6","Could only match genus","1|0|0",0.75,"Apantesis"
"Apateticus cynicus","Apateticus cynicus",4,"National Center for Biotechnology Information","d199f3b1-ca2e-5e2d-a015-f373b214a343","Apateticus","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Paraneoptera|Hemiptera|Prosorrhyncha|Heteroptera|Euheteroptera|Neoheteroptera|Panheteroptera|Pentatomomorpha|Pentatomoidea|Pentatomidae|Asopinae|Apateticus","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|clade|suborder|clade|clade|clade|infraorder|superfamily|family|subfamily|genus","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33342|7524|33343|33345|33347|33349|33351|33357|33358|160513|286715|881525","881525",0,"2024-01-09T22:37:03Z","6","Could only match genus","1|0|0",0.75,"Apateticus"
"Apera spica","Apera spica",4,"National Center for Biotechnology Information","f37a29e6-1efe-59e5-b213-ce2836a512fd","Apera","|Eukaryota|Viridiplantae|Streptophyta|Streptophytina|Embryophyta|Tracheophyta|Euphyllophyta|Spermatophyta|Magnoliopsida|Mesangiospermae|Liliopsida|Petrosaviidae||Poales|Poaceae||Pooideae|Poodae|Poeae|Poeae|Poodinae|Ventenatinae|Apera","|superkingdom|kingdom|phylum|subphylum|clade|clade|clade|clade|class|clade|clade|subclass|clade|order|family|clade|subfamily||tribe|clade|clade|subtribe|genus","131567|2759|33090|35493|131221|3193|58023|78536|58024|3398|1437183|4447|1437197|4734|38820|4479|359160|147368|1648037|147387|1652081|2948570|2948967|325524","325524",0,"2024-01-09T22:18:13Z","6","Could only match genus","1|0|0",0.75,"Apera"
"Aphalara nubifera","Aphalara nubifera",4,"National Center for Biotechnology Information","eb6fc225-90b2-5162-be96-ce62ad71f7d1","Aphalara","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Paraneoptera|Hemiptera|Sternorrhyncha|Psylloidea|Aphalaridae|Aphalara","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|superfamily|family|genus","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33342|7524|33373|33375|1566705|1566706","1566706",0,"2024-01-09T23:02:55Z","6","Could only match genus","1|0|0",0.75,"Aphalara"
"Aphanistes basilicon","Aphanistes basilicon",4,"National Center for Biotechnology Information","d03630cd-cd13-57c9-beb7-6371c4e9e54a","Aphanistes","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Hymenoptera|Apocrita|Ichneumonoidea|Ichneumonidae|Anomaloninae|Gravenhorstiini|Aphanistes","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|superfamily|family|subfamily|tribe|genus","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7399|7400|7401|7408|65159|288203|364299","364299",0,"2024-01-09T22:19:54Z","6","Could only match genus","1|0|0",0.75,"Aphanistes"
"Aphanizomenon flos","Aphanizomenon flos",4,"National Center for Biotechnology Information","b379feb1-5478-533c-94c1-5b066906050e","Aphanizomenon","|Bacteria|Terrabacteria||Cyanobacteriota|Cyanophyceae|Nostocales|Aphanizomenonaceae|Aphanizomenon","|superkingdom|clade|clade|phylum|class|order|family|genus","131567|2|1783272|1798711|1117|3028117|1161|1892259|1175","1175",0,"2024-01-09T22:05:04Z","6","Could only match genus","1|0|0",0.75,"Aphanizomenon"
"Aphanocapsa elachista","Aphanocapsa elachista",4,"National Center for Biotechnology Information","4de1310f-891b-5ad9-a26f-a1eb2b9142cb","Aphanocapsa","|Bacteria|Terrabacteria||Cyanobacteriota|Cyanophyceae|Synechococcales|Merismopediaceae|Aphanocapsa","|superkingdom|clade|clade|phylum|class|order|family|genus","131567|2|1783272|1798711|1117|3028117|1890424|1890428|1119","1119",0,"2024-01-09T22:05:04Z","6","Could only match genus","1|0|0",0.75,"Aphanocapsa"
"Aphis loti","Aphis loti",4,"National Center for Biotechnology Information","a8b4fe5b-5f90-5208-b6ca-9f6f66c81a50","Aphis","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Paraneoptera|Hemiptera|Sternorrhyncha|Aphidomorpha|Aphidoidea|Aphididae|Aphidinae|Aphidini|Aphis|Aphis","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|superfamily|family|subfamily|tribe|genus|subgenus","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33342|7524|33373|33380|33385|27482|133076|33387|80764|464929","464929",0,"2024-01-09T22:24:03Z","6","Could only match genus","1|0|0",0.75,"Aphis"
"Aphrodes albifrons","Aphrodes albifrons",4,"National Center for Biotechnology Information","f8fa2b8f-2435-545f-87e0-a70093983322","Aphrodes","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Paraneoptera|Hemiptera|Auchenorrhyncha|Cicadomorpha|Membracoidea|Cicadellidae|Aphrodinae|Aphrodes","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|superfamily|family|subfamily|genus","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33342|7524|1955247|33365|33368|30102|139521|139524","139524",0,"2024-01-09T22:10:28Z","6","Could only match genus","1|0|0",0.75,"Aphrodes"
"Aphrophora signoreti","Aphrophora signoreti",4,"National Center for Biotechnology Information","f4bbd665-1b60-5aa4-b6e0-0253adf3d991","Aphrophora","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Paraneoptera|Hemiptera|Auchenorrhyncha|Cicadomorpha|Cercopoidea|Aphrophoridae|Aphrophora","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|superfamily|family|genus","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33342|7524|1955247|33365|33366|36666|295200","295200",0,"2024-01-09T22:17:02Z","6","Could only match genus","1|0|0",0.75,"Aphrophora"
"Apion finitimum","Apion finitimum",4,"National Center for Biotechnology Information","75e1371c-5603-5d3e-946c-7b685f2629ac","Apion","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Apionidae|Apion","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|superfamily|family|genus","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7041|41084|41088|71529|122732|122733","122733",0,"2024-01-09T22:09:46Z","6","Could only match genus","1|0|0",0.75,"Apion"
"Apocynum floribundum","Apocynum floribundum",4,"National Center for Biotechnology Information","17f651e2-2fba-55d9-937c-a95089950d97","Apocynum","|Eukaryota|Viridiplantae|Streptophyta|Streptophytina|Embryophyta|Tracheophyta|Euphyllophyta|Spermatophyta|Magnoliopsida|Mesangiospermae||Gunneridae|Pentapetalae|||Gentianales|Apocynaceae|Apocynoideae|Apocyneae|Apocyinae|Apocynum","|superkingdom|kingdom|phylum|subphylum|clade|clade|clade|clade|class|clade|clade|clade|clade|clade|clade|order|family|subfamily|tribe|subtribe|genus","131567|2759|33090|35493|131221|3193|58023|78536|58024|3398|1437183|71240|91827|1437201|71274|91888|4055|4056|167483|167500|1498465|13338","13338",0,"2024-01-09T22:05:41Z","6","Could only match genus","1|0|0",0.75,"Apocynum"
"Apoda inversa","Apoda inversa",4,"National Center for Biotechnology Information","61d04dc9-66f9-5bc1-8d4e-f6038812feda","Apoda","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Amphiesmenoptera|Lepidoptera|Glossata|Neolepidoptera|Heteroneura|Ditrysia|Apoditrysia|Zygaenoidea|Limacodidae|Apoda","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|superorder|order|suborder|infraorder|parvorder|clade|clade|superfamily|family|genus","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|85604|7088|41191|41196|41197|37567|104430|104435|115353|287107","287107",0,"2024-01-09T22:16:39Z","6","Could only match genus","1|0|0",0.75,"Apoda"
"Aporrhais occidentalis","Aporrhais occidentalis",4,"National Center for Biotechnology Information","b564f7c6-31f3-5424-9ad5-f7dd1bb42510","Aporrhais","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Gastropoda|Caenogastropoda|Littorinimorpha|Stromboidea|Aporrhaidae|Aporrhais","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|class|subclass|order|superfamily|family|genus","131567|2759|33154|33208|6072|33213|33317|2697495|1206795|6447|6448|69555|216294|216297|387441|387442","387442",0,"2024-01-09T22:20:49Z","6","Could only match genus","1|0|0",0.75,"Aporrhais"
"Apotomis paludicolana","Apotomis paludicolana",4,"National Center for Biotechnology Information","14bae72f-2e73-59f2-ba20-e86d9e6167e0","Apotomis","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Amphiesmenoptera|Lepidoptera|Glossata|Neolepidoptera|Heteroneura|Ditrysia|Apoditrysia|Tortricoidea|Tortricidae|Olethreutinae|Olethreutini|Apotomis","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|superorder|order|suborder|infraorder|parvorder|clade|clade|superfamily|family|subfamily|tribe|genus","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|85604|7088|41191|41196|41197|37567|104430|37568|7139|81687|581389|572704","572704",0,"2024-01-09T22:28:12Z","6","Could only match genus","1|0|0",0.75,"Apotomis"
"Apristus latens","Apristus latens",4,"National Center for Biotechnology Information","5081e701-f109-54b5-af99-c8987f8f3a44","Apristus","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Coleoptera|Adephaga|Caraboidea|Carabidae|Lebiinae|Lebiini|Apristus","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|superfamily|family|subfamily|tribe|genus","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7041|41071|535382|41073|878118|60751|177272","177272",0,"2024-01-09T22:12:04Z","6","Could only match genus","1|0|0",0.75,"Apristus"
"Apsectrotanypus johnsoni","Apsectrotanypus johnsoni",4,"National Center for Biotechnology Information","404fea88-408f-5a6b-9c7e-5a3684f813c8","Apsectrotanypus","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Diptera|Nematocera|Culicomorpha|Chironomoidea|Chironomidae|Tanypodinae|Macropelopiini|Apsectrotanypus","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|superfamily|family|subfamily|tribe|genus","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7147|7148|43786|41828|7149|43810|55264|891879","891879",0,"2024-01-09T22:37:21Z","6","Could only match genus","1|0|0",0.75,"Apsectrotanypus"
"Apterona helicoidella","Apterona helicoidella",4,"National Center for Biotechnology Information","e5f6e0b7-682e-53e1-8484-f34563ed2a78","Apterona","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Amphiesmenoptera|Lepidoptera|Glossata|Neolepidoptera|Heteroneura|Ditrysia|Tineoidea|Psychidae|Oiketicinae|Apterona","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|superorder|order|suborder|infraorder|parvorder|clade|superfamily|family|subfamily|genus","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|85604|7088|41191|41196|41197|37567|41011|93884|262181|1418774","1418774",0,"2024-01-09T22:57:04Z","6","Could only match genus","1|0|0",0.75,"Apterona"
"Aptesis decorator","Aptesis decorator",4,"National Center for Biotechnology Information","699a9bb8-3e06-5251-8ad2-c98f3fe94c21","Aptesis","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Hymenoptera|Apocrita|Ichneumonoidea|Ichneumonidae|Cryptinae|Hemigastrini|Aptesis","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|superfamily|family|subfamily|tribe|genus","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7399|7400|7401|7408|65171|172378|172374","172374",0,"2024-01-09T22:11:50Z","6","Could only match genus","1|0|0",0.75,"Aptesis"
"Aquiloniella paenulata","Aquiloniella paenulata",4,"National Center for Biotechnology Information","ada47780-1096-5839-aac0-5c210f2a177f","Aquiloniella","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Spiralia|Lophotrochozoa|Bryozoa|Gymnolaemata|Cheilostomatida|Flustrina|Buguloidea|Candidae|Aquiloniella","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|class|order|suborder|superfamily|family|genus","131567|2759|33154|33208|6072|33213|33317|2697495|1206795|10205|10206|10207|558764|193209|97286|2865477","2865477",0,"2024-01-09T23:54:03Z","6","Could only match genus","1|0|0",0.75,"Aquiloniella"
"Aradus abbas","Aradus abbas",4,"National Center for Biotechnology Information","120540a6-6245-5f58-8f80-8339650e064d","Aradus","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Paraneoptera|Hemiptera|Prosorrhyncha|Heteroptera|Euheteroptera|Neoheteroptera|Panheteroptera|Pentatomomorpha|Aradoidea|Aradidae|Aradinae|Aradus","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|clade|suborder|clade|clade|clade|infraorder|superfamily|family|subfamily|genus","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33342|7524|33343|33345|33347|33349|33351|33357|209987|236322|2517578|1176474","1176474",0,"2024-01-09T22:47:23Z","6","Could only match genus","1|0|0",0.75,"Aradus"
"Araneus alboventris","Araneus alboventris",4,"National Center for Biotechnology Information","4293219a-5d54-570c-bfa9-0fcc64fa6750","Araneus","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Chelicerata|Arachnida|Araneae|Araneomorphae|Entelegynae|Orbiculariae|Araneoidea|Araneidae|Araneus","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|subphylum|class|order|suborder|clade|clade|superfamily|family|genus","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|6843|6854|6893|6905|74971|74974|74975|6913|29012","29012",0,"2024-01-09T22:05:46Z","6","Could only match genus","1|0|0",0.75,"Araneus"
"Archilopsis marifuga","Archilopsis marifuga",4,"National Center for Biotechnology Information","ca62e7cc-fea2-5b34-bff2-f4983e421505","Archilopsis","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Spiralia|Lophotrochozoa|Platyhelminthes|Rhabditophora|Seriata|Proseriata|Monocelididae|Archilopsis","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|class|clade|order|family|genus","131567|2759|33154|33208|6072|33213|33317|2697495|1206795|6157|147100|166126|39226|44215|1578785","1578785",0,"2024-01-09T23:03:22Z","6","Could only match genus","1|0|0",0.75,"Archilopsis"
"Archips conflictana","Archips conflictana",4,"National Center for Biotechnology Information","82a33fb3-71b4-57cd-8913-d9f3559ad64e","Archips","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Amphiesmenoptera|Lepidoptera|Glossata|Neolepidoptera|Heteroneura|Ditrysia|Apoditrysia|Tortricoidea|Tortricidae|Tortricinae|Archipini|Archips","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|superorder|order|suborder|infraorder|parvorder|clade|clade|superfamily|family|subfamily|tribe|genus","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|85604|7088|41191|41196|41197|37567|104430|37568|7139|65022|81689|139973","139973",0,"2024-01-09T22:10:29Z","6","Could only match genus","1|0|0",0.75,"Archips"
"Archytas analis","Archytas analis",4,"National Center for Biotechnology Information","060ad023-6fab-5078-bbb6-031ee85ce1af","Archytas","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Diptera|Brachycera|Muscomorpha|Eremoneura|Cyclorrhapha|Schizophora|Calyptratae|Oestroidea|Tachinidae|Tachininae|Tachinini|Archytas","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|clade|clade|||superfamily|family|subfamily|tribe|genus","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7147|7203|43733|480118|480117|43738|43742|43755|27474|54288|141256|198637","198637",0,"2024-01-09T22:13:04Z","6","Could only match genus","1|0|0",0.75,"Archytas"
"Arctopsyche apicalis","Arctopsyche apicalis",4,"National Center for Biotechnology Information","78c3b90a-e002-50d3-9724-85ce03b36e10","Arctopsyche","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Amphiesmenoptera|Trichoptera|Annulipalpia|Hydropsychoidea|Hydropsychidae|Arctopsychinae|Arctopsyche","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|superorder|order|suborder|superfamily|family|subfamily|genus","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|85604|30263|93873|41029|41030|147299|121161","121161",0,"2024-01-09T22:09:44Z","6","Could only match genus","1|0|0",0.75,"Arctopsyche"
"Arctostaphylos uva","Arctostaphylos uva",4,"National Center for Biotechnology Information","e136b41d-c250-5d6e-9dd8-a0b71a878b43","Arctostaphylos","|Eukaryota|Viridiplantae|Streptophyta|Streptophytina|Embryophyta|Tracheophyta|Euphyllophyta|Spermatophyta|Magnoliopsida|Mesangiospermae||Gunneridae|Pentapetalae||Ericales|Ericaceae|Arbutoideae|Arctostaphylos","|superkingdom|kingdom|phylum|subphylum|clade|clade|clade|clade|class|clade|clade|clade|clade|clade|order|family|subfamily|genus","131567|2759|33090|35493|131221|3193|58023|78536|58024|3398|1437183|71240|91827|1437201|71274|41945|4345|217033|83607","83607",0,"2024-01-09T22:08:03Z","6","Could only match genus","1|0|0",0.75,"Arctostaphylos"
"Arequipa turbatella","Arequipa turbatella",4,"National Center for Biotechnology Information","e98abff1-7c53-51c3-8c64-e7ce0041942c","Arequipa","|Eukaryota|Viridiplantae|Streptophyta|Streptophytina|Embryophyta|Tracheophyta|Euphyllophyta|Spermatophyta|Magnoliopsida|Mesangiospermae||Gunneridae|Pentapetalae|Caryophyllales|Cactineae|Cactaceae|Cactoideae|Trichocereeae|Arequipa","|superkingdom|kingdom|phylum|subphylum|clade|clade|clade|clade|class|clade|clade|clade|clade|order|suborder|family|subfamily|tribe|genus","131567|2759|33090|35493|131221|3193|58023|78536|58024|3398|1437183|71240|91827|1437201|3524|866800|3593|186265|186277|2944425","2944425",0,"2024-01-09T23:57:04Z","6","Could only match genus","1|0|0",0.75,"Arequipa"
"Arge scapularis","Arge scapularis",4,"National Center for Biotechnology Information","7f6d703a-d428-56dd-8a59-d376af300675","Arge","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Hymenoptera|Tenthredinoidea|Argidae|Arge","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|superfamily|family|genus","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7399|85772|85773|95269","95269",0,"2024-01-09T22:08:38Z","6","Could only match genus","1|0|0",0.75,"Arge"
"Argentina egedii","Argentina egedii",4,"National Center for Biotechnology Information","8e3d066f-5ae6-508d-95af-d52276a3a6e0","Argentina","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Deuterostomia|Chordata|Craniata|Vertebrata|Gnathostomata|Teleostomi|Euteleostomi|Actinopterygii|Actinopteri|Neopterygii|Teleostei|Osteoglossocephalai|Clupeocephala|Euteleosteomorpha|Protacanthopterygii|Argentiniformes|Argentinidae|Argentina","|superkingdom|clade|kingdom|clade|clade|clade|phylum|subphylum|clade|clade|clade|clade|superclass|class|subclass|infraclass|clade||cohort|clade|order|family|genus","131567|2759|33154|33208|6072|33213|33511|7711|89593|7742|7776|117570|117571|7898|186623|41665|32443|1489341|186625|1489388|41705|134613|170194|260511","260511",0,"2024-01-09T22:15:43Z","6","Could only match genus","1|0|0",0.75,"Argentina"
"Argia bipunctulata","Argia bipunctulata",4,"National Center for Biotechnology Information","6b4ca4d5-71f8-5e5c-8821-e3981fbf50f6","Argia","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Palaeoptera|Odonata|Zygoptera|Coenagrionoidea|Coenagrionidae|Argia","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|order|suborder|superfamily|family|genus","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33339|6961|50488|70894|70895|79452","79452",0,"2024-01-09T22:07:57Z","6","Could only match genus","1|0|0",0.75,"Argia"
"Argogorytes nigrifrons","Argogorytes nigrifrons",4,"National Center for Biotechnology Information","a1da25ed-3227-5118-872a-3b7b7f0f8d15","Argogorytes","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Hymenoptera|Apocrita|Aculeata|Apoidea|Crabronidae|Bembicinae|Bembicini|Gorytina|Argogorytes","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|superfamily|family|subfamily|tribe|subtribe|genus","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7399|7400|7434|34735|253718|288404|288392|288405|421166","421166",0,"2024-01-09T22:22:16Z","6","Could only match genus","1|0|0",0.75,"Argogorytes"
